"Dental_Practice_Code","address1","address2","address3","pc7","HB","HBQF","HSCP","HSCPQF","CA","CAQF","DataZone","DataZoneQF","Registrations","RegistrationsQF"
5548,"AESTHETICA DENTAL IMPLANTS","4 MAULE STREET","MONIFEITH","DD5 4JN","S08000030","","S37000003","","S12000041","","S01007154","","12",""
5549,"MASTRICK SMILE CARE","UNIT 2-3 GREENFERN PLACE","ABERDEEN","AB166JR","S08000020","","S37000001","","S12000033","","S01006705","","2194",""
5551,"SCIENNES DENTAL CARE","61 MARCHMONT ROAD","EDINBURGH","EH9 1HT","S08000024","","S37000012","","S12000036","","S01008616","","1249",""
5552,"BLOOM DENTAL","TESCO MARYHILL S.C. 1201 MARYHILL ROAD","GLASGOW","G20 9SH","S08000031","","S37000034","","S12000049","","S01010321","","1162",""
5555,"COUNTESSWELLS DENTAL PRACTICE","8 DEER PARK PLACE","COUNTESSWELLS","AB158FX","S08000020","","S37000001","","S12000033","","S01006547","","534",""
5556,"NR ENDO DENTAL PRACTICE","4 DEER PARK PLACE","COUNTESSWELLS","AB158FX","S08000020","","S37000001","","S12000033","","S01006547","","","c"
5558,"DENTAL THERAPY PAISLEY","PAVILION 4, 14 MARCHBURN DRIVE","PAISLEY","PA3 2SJ","S08000031","","S37000024","","S12000038","","S01012158","","121",""
5559,"EDINBURGH DENTAL CLINIC","11-13 VICTORIA QUAY, OCEAN TERMINAL","EDINBURGH","EH6 6EZ","S08000024","","S37000012","","S12000036","","S01008769","","118",""
5560,"THE DENTAL CLINIC AYR LTD","13 MILLER ROAD","AYR","KA7 2AX","S08000015","","S37000027","","S12000028","","S01012482","","405",""
5561,"ADVANCED DENTISTRY WINCHBURGH","1 CANAL VIEW","WINCHBURGH","EH526FE","S08000024","","S37000030","","S12000040","","S01013455","","240",""
5562,"BANBEATH SMILE CENTRE","1 BANBEATH COURT","LEVEN","KY8 5GY","S08000029","","S37000032","","S12000047","","S01009644","","2771",""
5563,"WEST END DENTAL & IMPLANT PRACTICE","24 STAFFORD STREET","EDINBURGH","EH3 7BD","S08000024","","S37000012","","S12000036","","S01008868","","275",""
5567,"KY DENTAL STUDIO 1","24/26 LYON WAY KINGDOM SHOPPING CENTRE","GLENROTHES","KY7 5NN","S08000029","","S37000032","","S12000047","","S01009574","","550",""
5568,"PARK AVENUE DENTAL CARE","18 PARK AVENUE","DUNDEE","DD4 6PP","S08000030","","S37000007","","S12000042","","S01007729","","7009",""
5569,"DUNBAR DENTAL PRACTICE","95 HIGH STREET","DUNBAR","EH421EN","S08000024","","S37000010","","S12000010","","S01008290","","1011",""
5571,"DENTAL IMPLANT CENTRE PERTH","19-21 SOUTH STREET","PERTH","PH2 8PG","S08000030","","S37000033","","S12000048","","S01011941","","88",""
