company_name,company_number,registered_office_address,postcode,phone,website,sic_codes,company_status,date_of_creation,director_names,director_roles,officer_count,crm_detected,crm_confidence,crm_evidence,blast_segment,wisecall_tier,corporate_group,corporate_group_name,area,source,notes
BERKLEYS ESTATE AGENTS LIMITED,16021220,"28 Mottingham Road, London, SE9 4QW, England",SE9 4QW,,,"68310, 68320",active,2024-10-16,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SE9,Companies House API,
CHANDLERS INDEPENDENT ESTATE AGENTS LIMITED,04891726,"18-20 High Street, Stevenage, SG1 3EJ, England",SG1 3EJ,,,"68310, 68320",active,2003-09-08,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SG1,Companies House API,
HARRISON JAMES ESTATE AGENTS LTD,16161404,"6 York Close, Biggleswade, SG18 8AG, England",SG18 8AG,,,68310,dissolved,2025-01-03,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SG18,Companies House API,
GAVIN MILLS ESTATE AGENTS LIMITED,12630252,"36 High Street, Southill, Biggleswade, SG18 9HU, England",SG18 9HU,,,68310,active,2020-05-28,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SG18,Companies House API,
CONNOR WALTERS ESTATE AGENTS LTD,13610031,"Unit 3, Fen End Astwick Road, Stotfold, Hitchin, Bedfordshire, SG5 4BA, England",SG5 4BA,,,68310,active,2021-09-08,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SG5,Companies House API,
HAMILTON ESTATE AGENTS LTD,15882929,"Unit 3, Fen End Astwick Road, Stotfold, Hitchin, Bedfordshire, SG5 4BA, England",SG5 4BA,,,68310,active,2024-08-07,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SG5,Companies House API,
DAVID DOYLE ESTATE AGENTS (HEMEL HEMPSTEAD) LIMITED,03930431,"Devonshire Business Centre (A13), Works Road, Letchworth Garden City, SG6 1GJ, England",SG6 1GJ,,,68310,active,2000-02-22,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SG6,Companies House API,
HOME ESTATE AGENTS (URMSTON) LIMITED,04331861,"16 Red Lane Red Lane, Disley, Stockport, SK12 2NP, England",SK12 2NP,,,"68100, 68209, 68310, 68320",active,2001-11-30,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SK12,Companies House API,
HOME ESTATE AGENTS LTD,07275928,"Phoenix House, 2 Huddersfield Road, Stalybridge, SK15 2QA, England",SK15 2QA,,,68310,active,2010-06-07,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SK15,Companies House API,
DANIEL MOORE ESTATE AGENTS LTD,10828953,"34 Bramhall Lane South, Bramhall, Stockport, Cheshire, SK7 1AH, United Kingdom",SK7 1AH,,,68310,active,2017-06-21,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,SK7,Companies House API,
